path	verdict	reason
.github/workflows/rustfmt.yml	DESCARTAR	one of 54 workflow files swept in by git add -A from a base 4 weeks stale (+2208/-233); 3 of the 4 'added' ones already exist on main, so merging three-way-reverts later CI work
.github/workflows/sbom-consolidated.yml	DESCARTAR	one of 54 workflow files swept in by git add -A from a base 4 weeks stale (+2208/-233); 3 of the 4 'added' ones already exist on main, so merging three-way-reverts later CI work
.github/workflows/sdks-js.yml	DESCARTAR	one of 54 workflow files swept in by git add -A from a base 4 weeks stale (+2208/-233); 3 of the 4 'added' ones already exist on main, so merging three-way-reverts later CI work
.github/workflows/semgrep.yml	DESCARTAR	one of 54 workflow files swept in by git add -A from a base 4 weeks stale (+2208/-233); 3 of the 4 'added' ones already exist on main, so merging three-way-reverts later CI work
.github/workflows/signup-worker-deploy.yml	DESCARTAR	one of 54 workflow files swept in by git add -A from a base 4 weeks stale (+2208/-233); 3 of the 4 'added' ones already exist on main, so merging three-way-reverts later CI work
.github/workflows/signup-worker-vitest.yml	DESCARTAR	one of 54 workflow files swept in by git add -A from a base 4 weeks stale (+2208/-233); 3 of the 4 'added' ones already exist on main, so merging three-way-reverts later CI work
.github/workflows/tenant-path.yml	DESCARTAR	one of 54 workflow files swept in by git add -A from a base 4 weeks stale (+2208/-233); 3 of the 4 'added' ones already exist on main, so merging three-way-reverts later CI work
.github/workflows/terraform-lint.yml	DESCARTAR	one of 54 workflow files swept in by git add -A from a base 4 weeks stale (+2208/-233); 3 of the 4 'added' ones already exist on main, so merging three-way-reverts later CI work
.github/workflows/translation-import-validate.yml	DESCARTAR	one of 54 workflow files swept in by git add -A from a base 4 weeks stale (+2208/-233); 3 of the 4 'added' ones already exist on main, so merging three-way-reverts later CI work
.github/workflows/trivy.yml	DESCARTAR	one of 54 workflow files swept in by git add -A from a base 4 weeks stale (+2208/-233); 3 of the 4 'added' ones already exist on main, so merging three-way-reverts later CI work
.github/workflows/worker-vitest.yml	DESCARTAR	one of 54 workflow files swept in by git add -A from a base 4 weeks stale (+2208/-233); 3 of the 4 'added' ones already exist on main, so merging three-way-reverts later CI work
CHANGELOG.md	DESCARTAR	carries the 0a5e3349 quarantine entry, and the repo moved to changelog.d/ fragments; re-author a fragment for whatever is re-cut
Cargo.lock	DESCARTAR	one line, the corelink-gc entry for the dependency above; meaningless without the archived gc_worker/
Dockerfile	DESCARTAR	flips the shipped container build to the byok-aws-real feature, which is REAL and declared (crates/corelink-container/Cargo.toml:35, implemented across 10 files on main) — not a nonsense flag. It is a genuine behavioural change to the prod image and needs its own reviewed PR, not a hunk riding the quarantined 0a5e3349.
REMEDIATION_PLAN.md	DESCARTAR	commit 0a5e3349: the quarantine plan itself; verified absent from origin/main, so merging would publish it for the first time
apps/admin-ui/src/app/[locale]/(authenticated)/customer/devenv/page.tsx	SALVAR	15-line page shell wrapping DevenvClient in CustomerGuard; no logic, no risk
apps/admin-ui/src/app/llms.txt/route.ts	SALVAR	LOTE SEPARADO — NÃO entra no re-corte do devenv. same redirect family; unrelated to devenv — own PR | Sai em PR próprio de basePath/pricing: salvar isto dentro de um PR intitulado 'devenv' faz com que um redirect voltado ao cliente seja revisado por quem está olhando outra coisa. São 106 das 942 linhas salváveis (11%) e nenhuma é a feature.
apps/admin-ui/src/app/pricing.txt/route.ts	SALVAR	LOTE SEPARADO — NÃO entra no re-corte do devenv. same redirect family; unrelated to devenv — own PR | Sai em PR próprio de basePath/pricing: salvar isto dentro de um PR intitulado 'devenv' faz com que um redirect voltado ao cliente seja revisado por quem está olhando outra coisa. São 106 das 942 linhas salváveis (11%) e nenhuma é a feature.
apps/admin-ui/src/app/pricing/route.ts	SALVAR	LOTE SEPARADO — NÃO entra no re-corte do devenv. 307 redirect to humangr.com/corelink/pricing; unrelated to devenv, no collision on main — own PR | Sai em PR próprio de basePath/pricing: salvar isto dentro de um PR intitulado 'devenv' faz com que um redirect voltado ao cliente seja revisado por quem está olhando outra coisa. São 106 das 942 linhas salváveis (11%) e nenhuma é a feature.
apps/admin-ui/src/components/customer/CustomerNav.tsx	SALVAR	one nav entry; keep it behind a flag until the route actually answers, or the dashboard links to a 404
apps/admin-ui/src/components/customer/DevenvClient.tsx	SALVAR	the dashboard component, but its three connect buttons HARDCODE window.open('http://localhost:8080'/':7681'/':6080') instead of the vnc_url/tty_url/code_url the PR's own OpenAPI declares required
apps/admin-ui/src/components/ui/Checkbox.test.tsx	DESCARTAR	downgrades userEvent.click to fireEvent.click, weakening the assertion; unrelated to devenv
apps/admin-ui/src/lib/customer-client.ts	SALVAR	the four DevEnv client methods (list/get/create/stop) against /v1/customer/devenv; clean and self-contained
apps/admin-ui/src/lib/customer-types.ts	SALVAR	CustomerDevenv/CreateDevenvRequest types, but they OMIT vnc_url/tty_url/code_url — this omission is the root cause of the hardcoded localhost in DevenvClient.tsx
apps/admin-ui/src/lib/e2e-mock-fixtures.ts	DESCARTAR	adds a GET /v1/customer/devenv fixture that always returns 200 with ports but no vnc_url/tty_url/code_url; makes e2e green against a route that does not exist
apps/admin-ui/src/lib/public-url.ts	SALVAR	LOTE SEPARADO — NÃO entra no re-corte do devenv. 12-line corelinkPath/corelinkUrl basePath helper; unrelated to devenv but correct and self-contained — re-cut as its own PR | Sai em PR próprio de basePath/pricing: salvar isto dentro de um PR intitulado 'devenv' faz com que um redirect voltado ao cliente seja revisado por quem está olhando outra coisa. São 106 das 942 linhas salváveis (11%) e nenhuma é a feature.
apps/admin-ui/tests/analytics.test.ts	DESCARTAR	commit ea5c4696 rewrote it 'to match actual module behavior' — a test fitted to the code is the bug-as-contract pattern, and it is unrelated to devenv
apps/admin-ui/tests/devenv-client.test.tsx	DESCARTAR	mocks use-customer-client wholesale, so it asserts against fixtures rather than the client. DISCARD AND REPLACE: DevenvClient.tsx and customer-client.ts are both SALVAR and would ship with zero coverage — the re-cut owes a test that drives the real client.
apps/admin-ui/tests/pricing-page.test.tsx	SALVAR	LOTE SEPARADO — NÃO entra no re-corte do devenv. real test, zero vi.mock/vi.fn occurrences; travels with the redirect PR | Sai em PR próprio de basePath/pricing: salvar isto dentro de um PR intitulado 'devenv' faz com que um redirect voltado ao cliente seja revisado por quem está olhando outra coisa. São 106 das 942 linhas salváveis (11%) e nenhuma é a feature.
apps/admin-ui/tests/pricing-routes.test.ts	SALVAR	LOTE SEPARADO — NÃO entra no re-corte do devenv. real test, zero vi.mock/vi.fn occurrences; travels with the redirect PR | Sai em PR próprio de basePath/pricing: salvar isto dentro de um PR intitulado 'devenv' faz com que um redirect voltado ao cliente seja revisado por quem está olhando outra coisa. São 106 das 942 linhas salváveis (11%) e nenhuma é a feature.
crates/corelink-container/Cargo.toml	DESCARTAR	adds a corelink-gc dependency consumed only by the archived gc_worker/, and splices a stray Wave-15.3 comment into an unrelated doc block; travels back with the archive, not to main
crates/corelink-container/src/gc_worker/d1_ac_reference_index.rs	ARQUIVAR	one of 13 files, 2222 lines total, that no mod statement declares (grep over crates/corelink-container/src/*.rs finds gc_worker only inside the directory itself) — dead on arrival, but this commit is its ONLY copy; tag it, do not merge, do not delete
crates/corelink-container/src/gc_worker/d1_blob_meta_purge_store.rs	ARQUIVAR	one of 13 files, 2222 lines total, that no mod statement declares (grep over crates/corelink-container/src/*.rs finds gc_worker only inside the directory itself) — dead on arrival, but this commit is its ONLY copy; tag it, do not merge, do not delete
crates/corelink-container/src/gc_worker/d1_blob_meta_refcount_store.rs	ARQUIVAR	one of 13 files, 2222 lines total, that no mod statement declares (grep over crates/corelink-container/src/*.rs finds gc_worker only inside the directory itself) — dead on arrival, but this commit is its ONLY copy; tag it, do not merge, do not delete
crates/corelink-container/src/gc_worker/d1_blob_meta_store.rs	ARQUIVAR	one of 13 files, 2222 lines total, that no mod statement declares (grep over crates/corelink-container/src/*.rs finds gc_worker only inside the directory itself) — dead on arrival, but this commit is its ONLY copy; tag it, do not merge, do not delete
crates/corelink-container/src/gc_worker/d1_gc_candidates_store.rs	ARQUIVAR	one of 13 files, 2222 lines total, that no mod statement declares (grep over crates/corelink-container/src/*.rs finds gc_worker only inside the directory itself) — dead on arrival, but this commit is its ONLY copy; tag it, do not merge, do not delete
crates/corelink-container/src/gc_worker/d1_gc_run_store.rs	ARQUIVAR	one of 13 files, 2222 lines total, that no mod statement declares (grep over crates/corelink-container/src/*.rs finds gc_worker only inside the directory itself) — dead on arrival, but this commit is its ONLY copy; tag it, do not merge, do not delete
crates/corelink-container/src/gc_worker/d1_reachable_set_source.rs	ARQUIVAR	one of 13 files, 2222 lines total, that no mod statement declares (grep over crates/corelink-container/src/*.rs finds gc_worker only inside the directory itself) — dead on arrival, but this commit is its ONLY copy; tag it, do not merge, do not delete
crates/corelink-container/src/gc_worker/d1_refcount_source.rs	ARQUIVAR	one of 13 files, 2222 lines total, that no mod statement declares (grep over crates/corelink-container/src/*.rs finds gc_worker only inside the directory itself) — dead on arrival, but this commit is its ONLY copy; tag it, do not merge, do not delete
crates/corelink-container/src/gc_worker/mod.rs	ARQUIVAR	one of 13 files, 2222 lines total, that no mod statement declares (grep over crates/corelink-container/src/*.rs finds gc_worker only inside the directory itself) — dead on arrival, but this commit is its ONLY copy; tag it, do not merge, do not delete
crates/corelink-container/src/gc_worker/r2_delete_impl.rs	ARQUIVAR	one of 13 files, 2222 lines total, that no mod statement declares (grep over crates/corelink-container/src/*.rs finds gc_worker only inside the directory itself) — dead on arrival, but this commit is its ONLY copy; tag it, do not merge, do not delete
crates/corelink-container/src/gc_worker/real_gc_worker.rs	ARQUIVAR	one of 13 files, 2222 lines total, that no mod statement declares (grep over crates/corelink-container/src/*.rs finds gc_worker only inside the directory itself) — dead on arrival, but this commit is its ONLY copy; tag it, do not merge, do not delete
crates/corelink-container/src/gc_worker/real_physical_delete_phase.rs	ARQUIVAR	one of 13 files, 2222 lines total, that no mod statement declares (grep over crates/corelink-container/src/*.rs finds gc_worker only inside the directory itself) — dead on arrival, but this commit is its ONLY copy; tag it, do not merge, do not delete
crates/corelink-container/src/gc_worker/real_reconcile_phase.rs	ARQUIVAR	one of 13 files, 2222 lines total, that no mod statement declares (grep over crates/corelink-container/src/*.rs finds gc_worker only inside the directory itself) — dead on arrival, but this commit is its ONLY copy; tag it, do not merge, do not delete
crates/corelink-container/src/main.rs	DESCARTAR	commit 0a5e3349: pushes 5 ERASURE_ATTESTATION_*/R2_AUDIT_BUCKET vars into the boot `missing` list that drives std::process::exit(1); none are set in prod, so the container would never boot
docs/campaigns/devenv/BRIEFING.md	ARQUIVAR	campaign briefing/audit record (1590 lines across 6 files); the audit history is worth keeping but is not shippable documentation
docs/campaigns/devenv/DEVENV_GEMINI_AUDIT.md	ARQUIVAR	campaign briefing/audit record (1590 lines across 6 files); the audit history is worth keeping but is not shippable documentation
docs/campaigns/devenv/DEVENV_M3_AUDIT.md	ARQUIVAR	campaign briefing/audit record (1590 lines across 6 files); the audit history is worth keeping but is not shippable documentation
docs/campaigns/devenv/REVIEW_BRIEFING_Iter1.md	ARQUIVAR	campaign briefing/audit record (1590 lines across 6 files); the audit history is worth keeping but is not shippable documentation
docs/campaigns/devenv/REVIEW_BRIEFING_Iter2.md	ARQUIVAR	campaign briefing/audit record (1590 lines across 6 files); the audit history is worth keeping but is not shippable documentation
docs/campaigns/devenv/REVIEW_BRIEFING_Iter3_FINAL.md	ARQUIVAR	campaign briefing/audit record (1590 lines across 6 files); the audit history is worth keeping but is not shippable documentation
docs/campaigns/devenv/wps/REVIEW_WP-01_Iter1.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-01_Iter2.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-01_Iter3.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-01_Iter4_FINAL.md	ARQUIVAR	terminal review verdict, sole copy (absent from origin/main) — archive alongside the WP-* design specs. The previous reason ('superseded by its own _FINAL sibling') refuted itself: these ARE the _FINAL siblings.
docs/campaigns/devenv/wps/REVIEW_WP-01_Iter5_FINAL.md	ARQUIVAR	terminal review verdict, sole copy (absent from origin/main) — archive alongside the WP-* design specs. The previous reason ('superseded by its own _FINAL sibling') refuted itself: these ARE the _FINAL siblings.
docs/campaigns/devenv/wps/REVIEW_WP-02_Iter1.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-02_Iter2.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-02_Iter3.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-02_Iter4.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-02_Iter5_FINAL.md	ARQUIVAR	terminal review verdict, sole copy (absent from origin/main) — archive alongside the WP-* design specs. The previous reason ('superseded by its own _FINAL sibling') refuted itself: these ARE the _FINAL siblings.
docs/campaigns/devenv/wps/REVIEW_WP-03_Iter1.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-03_Iter2.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-03_Iter3.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-03_Iter4_FINAL.md	ARQUIVAR	terminal review verdict, sole copy (absent from origin/main) — archive alongside the WP-* design specs. The previous reason ('superseded by its own _FINAL sibling') refuted itself: these ARE the _FINAL siblings.
docs/campaigns/devenv/wps/REVIEW_WP-04_Iter1.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-04_Iter2.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-04_Iter3.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-04_Iter4_FINAL.md	ARQUIVAR	terminal review verdict, sole copy (absent from origin/main) — archive alongside the WP-* design specs. The previous reason ('superseded by its own _FINAL sibling') refuted itself: these ARE the _FINAL siblings.
docs/campaigns/devenv/wps/REVIEW_WP-05_Iter1.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-05_Iter2.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-05_Iter3.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-05_Iter4_FINAL.md	ARQUIVAR	terminal review verdict, sole copy (absent from origin/main) — archive alongside the WP-* design specs. The previous reason ('superseded by its own _FINAL sibling') refuted itself: these ARE the _FINAL siblings.
docs/campaigns/devenv/wps/REVIEW_WP-06_Iter1.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-06_Iter2.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-06_Iter3.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-06_Iter4_FINAL.md	ARQUIVAR	terminal review verdict, sole copy (absent from origin/main) — archive alongside the WP-* design specs. The previous reason ('superseded by its own _FINAL sibling') refuted itself: these ARE the _FINAL siblings.
docs/campaigns/devenv/wps/REVIEW_WP-07_Iter1.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-07_Iter2.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-07_Iter3.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-07_Iter4_FINAL.md	ARQUIVAR	terminal review verdict, sole copy (absent from origin/main) — archive alongside the WP-* design specs. The previous reason ('superseded by its own _FINAL sibling') refuted itself: these ARE the _FINAL siblings.
docs/campaigns/devenv/wps/REVIEW_WP-08_Iter1.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-08_Iter2.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-08_Iter3.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-08_Iter4_FINAL.md	ARQUIVAR	terminal review verdict, sole copy (absent from origin/main) — archive alongside the WP-* design specs. The previous reason ('superseded by its own _FINAL sibling') refuted itself: these ARE the _FINAL siblings.
docs/campaigns/devenv/wps/REVIEW_WP-09_Iter1.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-09_Iter2.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-09_Iter3.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-09_Iter4_FINAL.md	ARQUIVAR	terminal review verdict, sole copy (absent from origin/main) — archive alongside the WP-* design specs. The previous reason ('superseded by its own _FINAL sibling') refuted itself: these ARE the _FINAL siblings.
docs/campaigns/devenv/wps/REVIEW_WP-10_Iter1.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-10_Iter2.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
